"V1","V2","V3","V4","V5","V6"
"C673",0.0377964473009227,-0.0573155597113535,0,0.150330484301553,-0.0273379675610821,0
"C674",0.0377964473009227,0.0593089197479313,-0.0679530828704496,0,0,0
"C675",0.0377964473009227,0.0620336841668722,-0.0589156376783227,0,0,0
"C676",0.0377964473009227,-0.0175434732530794,0,-0.031622429280037,0,0.0655474071119948
"C677",0.0377964473009227,0.0155984270542262,0.0421480985046235,0,0,0
"C678",0.0377964473009227,-0.0101855689816541,0,-0.0461859996318338,0,-0.0237785349231582
"C679",0.0377964473009227,0.0612147817536602,-0.111591187368501,0,0,0
"C680",0.0377964473009227,0.0140435694099173,0.0263836951979612,0,0,0
"C681",0.0377964473009227,-0.0221201347280123,0,-0.00423217789997694,0,0.119200207962562
"C682",0.0377964473009227,0.0132649683541156,0.0462220120112316,0,0,0
"C683",0.0377964473009227,0.0448399501020966,0.00558448389896376,0,0,0
"C684",0.0377964473009227,-0.0569499301470129,0,0.0765268922060952,0.0235794255108883,0
"C685",0.0377964473009227,-0.0536384128521922,0,0.0171570353903109,0.223555800350802,0
"C686",0.0377964473009227,-0.0467516421060864,0,0.0204189143444571,-0.0197159654889455,0
"C687",0.0377964473009227,0.0155481293670451,0.0507599971072132,0,0,0
"C688",0.0377964473009227,0.0387148796075143,-0.0128886910582031,0,0,0
"C689",0.0377964473009227,0.0365325403442794,0.00367546056684099,0,0,0
"C690",0.0377964473009227,0.0338997866172809,0.0161712983044642,0,0,0
"C691",0.0377964473009227,0.0672413050402704,-0.112548936628761,0,0,0
"C692",0.0377964473009227,-0.0307714484691066,0,-0.0336984709892787,0,-0.0263305468821067
"C693",0.0377964473009227,0.0049582503706288,0.0491890832033016,0,0,0
"C694",0.0377964473009227,0.00769463593441973,0.0513925068599683,0,0,0
"C695",0.0377964473009227,-0.046916173192069,0,0.00503548632566226,0.193086101454657,0
"C696",0.0377964473009227,0.0513645689193391,-0.0251259458152802,0,0,0
"C697",0.0377964473009227,-0.0437809238613226,0,-0.00625713496941435,0,-0.0535074328845503
"C698",0.0377964473009227,-0.0125634956533733,0,-0.0271239679995294,0,0.0470335293805134
"C699",0.0377964473009227,0.0585719011464132,-0.0680733972667268,0,0,0
"C700",0.0377964473009227,0.0529598681964825,-0.029340521915017,0,0,0
